ODS_CODE,NAME,POSTCODE,POSTCODE_LATITUDE,POSTCODE_LONGITUDE,POSTCODE_DISTRICT,POSTCODE_COUNTY,GPAD_SYSTEMS,SYSTEM
F86008,GANTS HILL MED CTR & THE REDBRIDGE SURG,IG2 6UP,51.576854,0.064436,E09000026,E99999999,EMIS,EMIS
F86009,THE PALMS MEDICAL CENTRE,IG2 7NW,51.576984,0.088558,E09000026,E99999999,EMIS,EMIS
F86010,FULLWELL CROSS MED. CTR.,IG6 2HG,51.594623,0.083809,E09000026,E99999999,EMIS,EMIS
F86011,THE MANOR PRACTICE,E10 7DY,51.571311,-0.022024,E09000031,E99999999,EMIS,EMIS
F86012,RYDAL,IG8 9QJ,51.608433,0.020128,E09000026,E99999999,EMIS,EMIS
F86013,THE BROADWAY SURGERY,IG8 0HF,51.608556,0.033349,E09000026,E99999999,TPP,TPP
F86018,THE ECCLESBOURNE PRACTICE,E17 9DP,51.580629,-0.001427,E09000031,E99999999,EMIS,EMIS
F86020,GLEBELANDS PRACTICE,E18 2AB,51.592801,0.023968,E09000026,E99999999,EMIS,EMIS
F86022,ILFORD MEDICAL CENTRE,IG1 1EE,51.557148,0.074248,E09000026,E99999999,EMIS,EMIS
F86023,THE EVERGREEN SURGERY,E11 2AQ,51.578106,0.025581,E09000026,E99999999,EMIS,EMIS
F86025,OAK TREE MEDICAL CENTRE,IG3 9TJ,51.560745,0.0965,E09000026,E99999999,TPP,TPP
F86026,THE FOREST SURGERY,E17 4BA,51.594727,-0.00501,E09000031,E99999999,EMIS,EMIS
F86028,CHADWELL HEATH SURGERY,RM6 4AF,51.573561,0.124942,E09000026,E99999999,EMIS,EMIS
F86030,QUEENS ROAD MEDICAL CENTRE,E17 8PX,51.579801,-0.020443,E09000031,E99999999,EMIS,EMIS
F86032,WANSTEAD PLACE SURGERY,E11 2SW,51.578102,0.023214,E09000026,E99999999,EMIS,EMIS
F86034,"GREEN LANE, GOODMAYES MEDICAL PRACTICE",IG3 9RN,51.56329,0.113556,E09000026,E99999999,EMIS,EMIS
F86036,THE ALLUM MEDICAL CENTRE,E11 1BN,51.569925,0.003486,E09000031,E99999999,EMIS,EMIS
F86038,SMA MEDICAL PRACTICE,E10 6RA,51.570816,-0.008711,E09000031,E99999999,EMIS,EMIS
F86040,DR A ARIF,RM8 2AJ,51.551396,0.11537,E09000002,E99999999,EMIS,EMIS
F86042,BALFOUR ROAD SURGERY,IG1 4JE,51.563044,0.075944,E09000026,E99999999,EMIS,EMIS
F86044,CRAWLEY ROAD MEDICAL CENTRE,E10 5EL,51.564278,-0.011291,E09000031,E99999999,EMIS,EMIS
F86045,HIGH ROAD SURGERY,E11 4HH,51.553496,0.005044,E09000031,E99999999,EMIS,EMIS
F86057,THE WILLOWS PRACTICE,IG7 4DF,51.608062,0.103734,E09000026,E99999999,EMIS,EMIS
F86058,ST JAMES MEDICAL PRACTICE LIMITED,E17 7JT,51.580299,-0.035101,E09000031,E99999999,EMIS,EMIS
F86060,NEWBURY GROUP PRACTICE,IG2 7LE,51.576436,0.086007,E09000026,E99999999,EMIS,EMIS
F86062,GROVE SURGERY,E17 9BU,51.579199,-0.010943,E09000031,E99999999,EMIS,EMIS
F86064,THE ELMHURST PRACTICE,E18 2QS,51.597443,0.021763,E09000026,E99999999,EMIS,EMIS
F86066,SOUTHDENE SURGERY,E18 1BD,51.594432,0.02482,E09000026,E99999999,EMIS,EMIS
F86074,LEYTON HEALTHCARE 4TH FLOOR,E10 5LG,51.559896,-0.013286,E09000031,E99999999,TPP,TPP
F86078,THE RIDGEWAY SURGERY,E4 7JX,51.628703,-0.011005,E09000031,E99999999,EMIS,EMIS
F86081,KENWOOD MEDICAL,IG2 6YG,51.581414,0.072032,E09000026,E99999999,EMIS,EMIS
F86082,ILFORD LANE SURGERY,IG1 2SN,51.546446,0.076862,E09000026,E99999999,TPP,TPP
F86083,THE EASTERN AVENUE MEDICAL CENTRE,IG2 6RJ,51.581056,0.07346,E09000026,E99999999,EMIS,EMIS
F86085,HAINAULT SURGERY,IG6 2XG,51.60218,0.086133,E09000026,E99999999,EMIS,EMIS
F86086,DR DHITAL PRACTICE,E17 3LA,51.587788,-0.003047,E09000031,E99999999,EMIS,EMIS
F86087,GOODMAYES MEDICAL CENTRE,IG3 8XB,51.567627,0.109933,E09000026,E99999999,EMIS,EMIS
F86088,THE LYNDHURST SURGERY,E10 6JB,51.571966,-0.003841,E09000031,E99999999,EMIS,EMIS
F86607,ADDISON ROAD MEDICAL PRACTICE,E17 9LY,51.583177,-0.009023,E09000031,E99999999,EMIS,EMIS
F86612,THE FULLWELL AVENUE SURGERY,IG5 0SB,51.596367,0.072136,E09000026,E99999999,EMIS,EMIS
F86616,THE OLD CHURCH SURGERY,E4 6UN,51.62009,-0.001024,E09000031,E99999999,EMIS,EMIS
F86621,DR MOHAMMED GREEN MAN MEDICAL CENTRE,E11 1GA,51.571508,0.015028,E09000031,E99999999,EMIS,EMIS
F86624,THE HEATHCOTE PRIMARY CARE CENTRE,IG2 6YG,51.581414,0.072032,E09000026,E99999999,EMIS,EMIS
F86625,LL MEDICAL CARE LTD,E11 4HX,51.555416,0.002128,E09000031,E99999999,EMIS,EMIS
F86626,DR SHANTIR PRACTICE,E17 5JL,51.589698,-0.026149,E09000031,E99999999,EMIS,EMIS
F86627,CHURCHILL MEDICAL CENTRE,E4 8DG,51.618227,-0.01844,E09000031,E99999999,EMIS,EMIS
F86637,SEVEN KINGS PRACTICE,IG3 8BG,51.563464,0.096856,E09000026,E99999999,EMIS,EMIS
F86638,THE MICROFACULTY,E4 8LT,51.612468,-0.018214,E09000031,E99999999,TPP,TPP
F86641,THE SHRUBBERIES MEDICAL CENTRE,E18 1BD,51.594432,0.02482,E09000026,E99999999,EMIS,EMIS
F86644,WALTHAM FOREST COMM & FAM HTH SERV LTD,E17 3LA,51.587788,-0.003047,E09000031,E99999999,EMIS,EMIS
F86650,LIME TREE SURGERY,E11 4JT,51.555719,0.005444,E09000031,E99999999,EMIS,EMIS
F86652,THE DRIVE SURGERY,IG1 3HZ,51.567635,0.06041,E09000026,E99999999,EMIS,EMIS
F86657,YORK ROAD SURGERY,IG1 3AF,51.559166,0.065885,E09000026,E99999999,TPP,TPP
F86658,QUEEN MARY PRACTICE,E18 2QS,51.597443,0.021763,E09000026,E99999999,EMIS,EMIS
F86664,LARKSHALL MEDICAL CENTRE,E4 7HS,51.626946,0.002991,E09000031,E99999999,EMIS,EMIS
F86666,HARROW ROAD GP CENTRE,E11 3QF,51.558966,0.009093,E09000031,E99999999,EMIS,EMIS
F86679,HIGHAM HILL MEDICAL CENTRE,E17 5RQ,51.594831,-0.03459,E09000031,E99999999,EMIS,EMIS
F86689,THE BAILEY PRACTICE,E17 9LY,51.583177,-0.009023,E09000031,E99999999,EMIS,EMIS
F86691,CLAYHALL CLINIC,IG5 0LG,51.591253,0.051474,E09000026,E99999999,EMIS,EMIS
F86692,MATHUKIA'S SURGERY,IG1 2SF,51.549754,0.075383,E09000026,E99999999,EMIS,EMIS
F86696,FRANCIS ROAD MEDICAL CENTRE,E10 6PP,51.561975,-0.003831,E09000031,E99999999,EMIS,EMIS
F86698,CRANBROOK SURGERY,IG2 6RJ,51.581056,0.07346,E09000026,E99999999,EMIS,EMIS
F86700,KINGS HEAD MEDICAL PRACTICE,E4 7NX,51.635689,-0.011422,E09000031,E99999999,EMIS,EMIS
F86701,KIYANI MEDICAL PRACTICE,E11 4HX,51.555416,0.002128,E09000031,E99999999,EMIS,EMIS
F86702,ST CLEMENT'S SURGERY,IG1 4LA,51.563763,0.072932,E09000026,E99999999,EMIS,EMIS
F86705,LANGTHORNE SHARMA FAMILY PRACTICE,E11 4HX,51.555416,0.002128,E09000031,E99999999,EMIS,EMIS
F86707,FENCE PIECE ROAD MEDICAL CENTRE,IG6 2NB,51.600171,0.084323,E09000026,E99999999,EMIS,EMIS
F86708,CLAREMONT MEDICAL CENTRE,E17 5RJ,51.594626,-0.03366,E09000031,E99999999,EMIS,EMIS
F86712,HAMPTON MEDICAL CENTRE,E11 4BB,51.566504,1.7e-05,E09000031,E99999999,EMIS,EMIS
F86731,ALDERSBROOK MEDICAL CENTRE,E12 5DL,51.560712,0.038197,E09000026,E99999999,EMIS,EMIS
G81001,HOVE MEDICAL CENTRE,BN3 8LD,50.845018,-0.195362,E06000043,E99999999,TPP,TPP
G81002,GROVE ROAD SURGERY,BN21 4TX,50.767622,0.278765,E07000061,E10000011,EMIS,EMIS
G81003,THE LIGHTHOUSE MEDICAL PRACTICE,BN21 4HY,50.765627,0.281391,E07000061,E10000011,EMIS,EMIS
G81004,DOWNLANDS MEDICAL CENTRE,BN26 6AE,50.822932,0.244128,E07000065,E10000011,EMIS,EMIS
G81006,ARDINGLY COURT SURGERY,BN2 1SS,50.821246,-0.1329,E06000043,E99999999,EMIS,EMIS
G81008,STONE CROSS SURGERY,BN24 5DZ,50.816752,0.289972,E07000065,E10000011,EMIS,EMIS
G81011,ST. PETER'S MEDICAL CENTRE,BN1 4LA,50.831021,-0.135094,E06000043,E99999999,TPP,TPP
G81012,BRIDGESIDE SURGERY,BN27 3DG,50.861833,0.256099,E07000065,E10000011,EMIS,EMIS
G81014,CARDEN SURGERY,BN1 8DD,50.862192,-0.126604,E06000043,E99999999,EMIS,EMIS
G81016,QUAYSIDE MEDICAL PRACTICE,BN9 9PW,50.793107,0.051236,E07000063,E10000011,EMIS,EMIS
G81017,SEASIDE MEDICAL CENTRE,BN22 8DR,50.773561,0.294643,E07000061,E10000011,EMIS,EMIS
G81018,PRESTON PARK SURGERY,BN1 6DP,50.837868,-0.140318,E06000043,E99999999,TPP,TPP
G81019,BEACON SURGERY,TN6 1AH,51.059833,0.159904,E07000065,E10000011,EMIS,EMIS
G81021,FOUNDRY HEALTHCARE LEWES,BN7 2LU,50.873463,0.012092,E07000063,E10000011,TPP,TPP
G81022,SOVEREIGN PRACTICE,BN22 7PG,50.781493,0.302876,E07000061,E10000011,EMIS,EMIS
G81023,MARTINS OAK SURGERY,TN33 0EA,50.917156,0.483704,E07000064,E10000011,EMIS,EMIS
G81024,ASHDOWN FOREST HEALTH CENTRE,RH18 5AQ,51.097032,0.032893,E07000065,E10000011,TPP,TPP
G81028,PARK CRESCENT HEALTH CENTRE,BN2 3HP,50.832576,-0.129394,E06000043,E99999999,TPP,TPP
G81029,SEAFORD MEDICAL PRACTICE,BN25 1DH,50.772672,0.099303,E07000063,E10000011,EMIS,EMIS
G81030,WADHURST MEDICAL GROUP,TN5 6BJ,51.061952,0.340829,E07000065,E10000011,TPP,TPP
G81031,THE HILL SURGERY,TN35 5BH,50.8734,0.609795,E07000062,E10000011,EMIS,EMIS
G81032,VICTORIA MEDICAL CENTRE,BN20 8NH,50.777446,0.255496,E07000061,E10000011,EMIS,EMIS
G81034,CHARTER MEDICAL CENTRE,BN3 1RF,50.831248,-0.156713,E06000043,E99999999,TPP,TPP
G81036,WARMDENE SURGERY,BN1 8DD,50.862192,-0.126604,E06000043,E99999999,EMIS,EMIS
G81037,THE MEADS SURGERY,TN22 1BA,50.969692,0.091636,E07000065,E10000011,TPP,TPP
G81038,STANFORD MEDICAL CENTRE,BN1 6AG,50.838372,-0.148266,E06000043,E99999999,EMIS,EMIS
G81039,LITTLE COMMON SURGERY,TN39 4SP,50.842024,0.433531,E07000064,E10000011,EMIS,EMIS
G81040,WOODHILL SURGERY,TN20 6BW,51.019347,0.253985,E07000065,E10000011,TPP,TPP
G81041,SIDLEY MEDICAL PRACTICE,TN39 5HE,50.857322,0.464012,E07000064,E10000011,EMIS,EMIS
G81042,BEACONSFIELD MEDICAL PRACTICE,BN1 6AG,50.838372,-0.148266,E06000043,E99999999,TPP,TPP
G81043,ROTHERFIELD SURGERY,TN6 2ED,51.049158,0.186003,E07000065,E10000011,TPP,TPP
G81044,MONTPELIER SURGERY,BN1 3FS,50.827142,-0.149051,E06000043,E99999999,TPP,TPP
G81046,PORTSLADE HEALTH CENTRE,BN41 1LX,50.833673,-0.213225,E06000043,E99999999,EMIS,EMIS
G81047,SEVEN DIALS MEDICAL CENTRE,BN1 3JJ,50.829675,-0.147715,E06000043,E99999999,TPP,TPP
G81048,CARISBROOKE SURGERY,TN38 8BL,50.852259,0.529559,E07000062,E10000011,EMIS,EMIS
G81049,MANOR PARK MEDICAL CENTRE,BN26 5DJ,50.819102,0.242638,E07000065,E10000011,EMIS,EMIS
G81050,ARLINGTON ROAD SURGERY,BN21 1DH,50.768184,0.277587,E07000061,E10000011,EMIS,EMIS
G81051,RYE MEDICAL CENTRE,TN31 7SQ,50.962007,0.730338,E07000064,E10000011,EMIS,EMIS
G81052,FAIRFIELD SURGERY,TN19 7EU,50.997228,0.382807,E07000064,E10000011,EMIS,EMIS
G81054,PAVILION SURGERY,BN1 1EJ,50.821515,-0.136211,E06000043,E99999999,EMIS,EMIS
G81055,SAXONBURY HOUSE SURGERY,TN6 1DL,51.058455,0.161937,E07000065,E10000011,EMIS,EMIS
G81057,SEDLESCOMBE & WESTFIELD SURGERIES,TN33 0PW,50.934129,0.534725,E07000064,E10000011,EMIS,EMIS
G81059,HAILSHAM MEDICAL GROUP,BN27 1BH,50.864066,0.262019,E07000065,E10000011,EMIS,EMIS
G81061,NEWHAVEN MEDICAL CENTRE,BN9 9QS,50.794211,0.049283,E07000063,E10000011,TPP,TPP
G81065,WOODINGDEAN MEDICAL CENTRE,BN2 6BA,50.83591,-0.079936,E06000043,E99999999,TPP,TPP
G81070,TRINITY MEDICAL CENTRE,BN3 3AT,50.831228,-0.172008,E06000043,E99999999,EMIS,EMIS
G81071,UNIVERSITY OF SUSSEX HEALTH CENTRE,BN1 9RW,50.869431,-0.088864,E06000043,E99999999,EMIS,EMIS
G81073,MILE OAK MEDICAL CENTRE,BN41 2WF,50.851288,-0.226546,E06000043,E99999999,TPP,TPP
G81074,HIGH GLADES MEDICAL CENTRE,TN37 7AT,50.878354,0.551301,E07000062,E10000011,EMIS,EMIS
G81075,THE AVENUE SURGERY,BN2 4GF,50.844352,-0.113398,E06000043,E99999999,TPP,TPP
G81076,SALTDEAN AND ROTTINGDEAN MED PRACTICE,BN2 8BU,50.802294,-0.035772,E06000043,E99999999,TPP,TPP
G81077,COLLINGTON SURGERY,TN39 3LR,50.840425,0.465111,E07000064,E10000011,EMIS,EMIS
G81082,OLDWOOD SURGERY,TN32 5DG,50.984999,0.470582,E07000064,E10000011,EMIS,EMIS
G81083,WISH PARK SURGERY,BN3 5JA,50.834021,-0.189665,E06000043,E99999999,TPP,TPP
G81085,FERRY ROAD HEALTH CENTRE,TN31 7DN,50.951164,0.729004,E07000064,E10000011,EMIS,EMIS
G81086,BIRD-IN-EYE SURGERY,TN22 5AW,50.96595,0.105639,E07000065,E10000011,TPP,TPP
G81087,NORTHIAM SURGERY,TN31 6ND,50.989561,0.606575,E07000064,E10000011,EMIS,EMIS
G81088,WEALDEN RIDGE MEDICAL PARTNERSHIP,BN8 4LR,50.973631,0.016986,E07000063,E10000011,EMIS,EMIS
G81089,SOUTH SAXON HOUSE SURGERY,TN38 9TE,50.868698,0.526753,E07000062,E10000011,EMIS,EMIS
G81095,HASTINGS OLD TOWN SURGERY,TN34 3DW,50.856273,0.594955,E07000062,E10000011,EMIS,EMIS
G81096,SEDLESCOMBE HOUSE,TN38 0TA,50.867152,0.554782,E07000062,E10000011,EMIS,EMIS
G81098,QUINTINS MEDICAL CENTRE,BN27 1UG,50.877058,0.262705,E07000065,E10000011,EMIS,EMIS
G81099,OLD SCHOOL SURGERY,BN25 1HH,50.772062,0.100722,E07000063,E10000011,EMIS,EMIS
G81100,HAVENSHEALTH,BN10 8NF,50.796097,-0.000783,E07000063,E10000011,TPP,TPP
G81102,BUXTED MEDICAL CENTRE,TN22 5FD,50.989419,0.132151,E07000065,E10000011,EMIS,EMIS
G81104,PARK PRACTICE,BN22 9PQ,50.794734,0.2776,E07000061,E10000011,EMIS,EMIS
G81613,SCHOOL HOUSE SURGERY,BN1 7GF,50.845792,-0.12969,E06000043,E99999999,TPP,TPP
G81614,GROOMBRIDGE AND HARTFIELD MEDICAL GROUP,TN3 9QP,51.113949,0.184443,E07000065,E10000011,TPP,TPP
G81634,HERSTMONCEUX INTEGRATIVE HEALTH CENTRE,BN27 4JX,50.887451,0.31697,E07000065,E10000011,EMIS,EMIS
G81638,WELLBN HEALTHCARE,BN3 1AE,50.825177,-0.156129,E06000043,E99999999,TPP,TPP
G81641,PRIORY ROAD SURGERY,TN34 3JJ,50.860824,0.589282,E07000062,E10000011,EMIS,EMIS
G81646,THE HAVEN PRACTICE,BN1 6HE,50.84277,-0.142623,E06000043,E99999999,EMIS,EMIS
G81656,REGENCY SURGERY,BN1 1FZ,50.821954,-0.136137,E06000043,E99999999,EMIS,EMIS
G81658,THE STATION PRACTICE,TN34 1BA,50.85794,0.578166,E07000062,E10000011,EMIS,EMIS
G81669,BROADWAY SURGERY,BN2 5FL,50.825439,-0.107359,E06000043,E99999999,TPP,TPP
G81689,ARCH HEALTHCARE,BN2 9DH,50.825684,-0.13427,E06000043,E99999999,TPP,TPP
G81694,SHIP STREET SURGERY,BN1 1AE,50.821378,-0.141726,E06000043,E99999999,EMIS,EMIS
G82002,ST JAMES' SURGERY,CT16 1SF,51.128502,1.315846,E07000108,E10000016,EMIS,EMIS
G82006,DR CJ SHIMMINS & PARTNERS,DA1 1QY,51.440747,0.236942,E07000107,E10000016,EMIS,EMIS
G82007,CHURCH LANE HEALTH CENTRE,TN28 8ER,50.984161,0.941509,E07000112,E10000016,EMIS,EMIS
G82013,AMHERST MEDICAL PRACTICE,TN13 3AQ,51.276616,0.186703,E07000111,E10000016,EMIS,EMIS
G82014,WOODLANDS FAMILY PRACTICE,ME7 2BU,51.378417,0.566671,E06000035,E99999999,EMIS,EMIS
G82015,PENCESTER SURGERY,CT16 1BW,51.127416,1.311952,E07000108,E10000016,EMIS,EMIS
G82016,KINGSWOOD SURGERY,TN2 4UH,51.132027,0.27639,E07000116,E10000016,EMIS,EMIS
G82018,SUN LANE,CT21 5JY,51.071539,1.087503,E07000112,E10000016,EMIS,EMIS
G82019,EDENBRIDGE MED PRACTICE,TN8 6FY,51.202995,0.065526,E07000111,E10000016,EMIS,EMIS
G82020,THE GRANGE PRACTICE,CT11 8AD,51.338738,1.427249,E07000114,E10000016,EMIS,EMIS
G82021,THE SHRUBBERY SURGERY,DA11 8RD,51.433242,0.351118,E07000109,E10000016,EMIS,EMIS
G82022,SPELDHURST & GREGGSWOOD MEDICAL GROUP,TN2 3JL,51.142932,0.286248,E07000116,E10000016,EMIS,EMIS
G82023,SHEERNESS HEALTH CENTRE,ME12 1UP,51.436123,0.766669,E07000113,E10000016,EMIS,EMIS
G82024,GREENSAND MEDICAL GROUP,ME17 4NU,51.230128,0.506081,E07000110,E10000016,EMIS,EMIS
G82025,THE WELLS MEDICAL PRACTICE,TN4 9TF,51.137752,0.261246,E07000116,E10000016,EMIS,EMIS
G82026,GROVEHURST SURGERY,ME10 2ST,51.363778,0.735108,E07000113,E10000016,EMIS,EMIS
G82027,FAVERSHAM MEDICAL PRACTICE,ME13 8QR,51.31458,0.889074,E07000113,E10000016,EMIS,EMIS
G82028,SWANLEY MEDICAL PRACTICE,BR8 7AH,51.395873,0.173768,E07000111,E10000016,EMIS,EMIS
G82031,BOWER MOUNT MEDICAL PRACTICE,ME16 8AX,51.273703,0.506905,E07000110,E10000016,EMIS,EMIS
G82032,PELHAM MEDICAL PRACTICE,DA11 0HN,51.440346,0.363225,E07000109,E10000016,EMIS,EMIS
G82035,THE CHESTNUTS SURGERY,ME10 4RU,51.338417,0.743837,E07000113,E10000016,EMIS,EMIS
G82036,BALMORAL SURGERY,CT14 7EQ,51.213306,1.399304,E07000108,E10000016,EMIS,EMIS
G82037,HILDENBOROUGH MEDICAL GROUP,TN11 9HL,51.215116,0.2439,E07000115,E10000016,EMIS,EMIS
G82038,ST RICHARDS ROAD SURGERY,CT14 9LF,51.211956,1.376033,E07000108,E10000016,EMIS,EMIS
G82039,NEWTON PLACE SURGERY,ME13 8FH,51.313248,0.892004,E07000113,E10000016,EMIS,EMIS
G82041,GROSVENOR & ST JAMES MEDICAL CENTRE,TN1 2DX,51.137422,0.264375,E07000116,E10000016,EMIS,EMIS
G82042,TONBRIDGE MEDICAL GROUP,TN9 1EP,51.193243,0.271878,E07000115,E10000016,EMIS,EMIS
G82044,SPRINGHEAD HEALTH,DA11 8BZ,51.434831,0.343617,E07000109,E10000016,EMIS,EMIS
G82046,SUMMERHILL SURGERY,CT12 6SU,51.347558,1.407066,E07000114,E10000016,EMIS,EMIS
G82048,HORSMAN'S PLACE SURGERY,DA1 2JP,51.442468,0.21498,E07000107,E10000016,EMIS,EMIS
G82050,SYDENHAM HOUSE MEDICAL CENTRE,TN24 8DN,51.146337,0.880339,E07000105,E10000016,EMIS,EMIS
G82051,CITY WAY SURGERY,ME1 2AY,51.372109,0.511213,E06000035,E99999999,EMIS,EMIS
G82052,THE LIMES MEDICAL CENTRE,CT9 1QY,51.390984,1.385421,E07000114,E10000016,EMIS,EMIS
G82053,WOODCHURCH SURGERY,TN26 3SF,51.074982,0.774821,E07000105,E10000016,EMIS,EMIS
G82055,WEALD VIEW MEDICAL PRACTICE - HAWKHURST,TN18 4EX,51.047119,0.510756,E07000116,E10000016,EMIS,EMIS
G82056,THE WELLCOME PRACTICE,DA1 2HA,51.445864,0.20707,E07000107,E10000016,EMIS,EMIS
G82057,ST GEORGES MEDICAL CENTRE,ME12 1QU,51.436187,0.762442,E07000113,E10000016,EMIS,EMIS
G82058,AYLESFORD MEDICAL CENTRE,ME20 7SE,51.295189,0.47564,E07000115,E10000016,EMIS,EMIS
G82059,WARDERS MEDICAL CENTRE,TN9 1LA,51.197407,0.279241,E07000115,E10000016,EMIS,EMIS
G82060,NORTHGATE MEDICAL PRACTICE,CT1 1WL,51.28435,1.086712,E07000106,E10000016,EMIS,EMIS
G82062,PARROCK STREET SURGERY,DA12 1EN,51.441319,0.371161,E07000109,E10000016,EMIS,EMIS
G82063,SANDWICH MEDICAL PRACTICE,CT13 9ET,51.274079,1.337393,E07000108,E10000016,EMIS,EMIS
G82066,NORTHDOWN & DASHWOOD SURGERY,CT9 2TR,51.382678,1.406326,E07000114,E10000016,EMIS,EMIS
G82067,OLD ROAD WEST SURGERY,DA11 0LL,51.433655,0.367225,E07000109,E10000016,EMIS,EMIS
G82069,WHITE HOUSE SURGERY,CT19 4PU,51.087435,1.146088,E07000112,E10000016,EMIS,EMIS
G82071,WHITSTABLE MEDICAL PRACTICE,CT5 3SE,51.340841,1.012616,E07000106,E10000016,EMIS,EMIS
G82073,MEOPHAM MEDICAL CENTRE,DA13 0AH,51.368901,0.359744,E07000109,E10000016,EMIS,EMIS
G82074,BEARSTED,ME14 4DS,51.267984,0.57277,E07000110,E10000016,EMIS,EMIS
G82076,MOTE,ME15 9FL,51.246875,0.545654,E07000110,E10000016,EMIS,EMIS
G82077,THE ELMS MEDICAL CENTRE,ME3 9AE,51.4201,0.557758,E06000035,E99999999,EMIS,EMIS
G82079,WESTGATE SURGERY,CT8 8SN,51.383152,1.338326,E07000114,E10000016,EMIS,EMIS
G82080,ASHFORD MEDICAL PARTNERSHIP,TN24 0HZ,51.136741,0.898871,E07000105,E10000016,EMIS,EMIS
G82082,STURRY SURGERY,CT2 0EF,51.304473,1.130307,E07000106,E10000016,EMIS,EMIS
G82083,THORNHILLS MEDICAL PRACTICE,ME20 6QJ,51.300145,0.440945,E07000115,E10000016,EMIS,EMIS
G82085,SNODLAND MEDICAL PRACTICE,ME6 5SN,51.326053,0.441488,E07000115,E10000016,EMIS,EMIS
G82086,THE NEW SURGERY,CT19 5SR,51.089156,1.181883,E07000112,E10000016,EMIS,EMIS
G82087,NEW HAYESBANK SURGERY,TN24 9JZ,51.157617,0.87738,E07000105,E10000016,EMIS,EMIS
G82089,BREWER STREET,ME14 1RU,51.277138,0.52371,E07000110,E10000016,EMIS,EMIS
G82090,THE HERON MEDICAL PRACTICE,CT6 5NF,51.371332,1.121144,E07000106,E10000016,EMIS,EMIS
G82091,GUILDHALL STREET SURGERY,CT20 1EJ,51.082366,1.177847,E07000112,E10000016,EMIS,EMIS
G82092,WESTERHAM PRACTICE,TN16 1RB,51.266463,0.070464,E07000111,E10000016,EMIS,EMIS
G82093,LEN VALLEY PRACTICE,ME17 2QF,51.23739,0.722875,E07000110,E10000016,EMIS,EMIS
G82094,CHARING SURGERY,TN27 0AW,51.209709,0.791404,E07000105,E10000016,EMIS,EMIS
G82095,THORNDIKE PARTNERSHIP,ME1 2TH,51.380804,0.502909,E06000035,E99999999,EMIS,EMIS
G82097,JUBILEE MEDICAL CENTRE,DA3 7QD,51.397818,0.300304,E07000107,E10000016,EMIS,EMIS
G82098,BLACKTHORN,ME16 9AL,51.26827,0.486724,E07000110,E10000016,EMIS,EMIS
G82099,THE COLLEGE PRACTICE,ME15 6SB,51.268399,0.522286,E07000110,E10000016,EMIS,EMIS
G82100,HIGHPARKS MEDICAL PRACTICE,ME3 8HX,51.434213,0.496761,E06000035,E99999999,EMIS,EMIS
G82105,BETHESDA MEDICAL CENTRE,CT9 3NR,51.390284,1.414813,E07000114,E10000016,EMIS,EMIS
G82106,RIVERSIDE MEDICAL PRACTICE,ME2 1NP,51.348974,0.447718,E06000035,E99999999,EMIS,EMIS
G82107,MINSTER SURGERY,CT12 4AB,51.334409,1.314894,E07000114,E10000016,EMIS,EMIS
G82108,KING GEORGE ROAD SURGERY,ME5 0TT,51.348911,0.518547,E06000035,E99999999,EMIS,EMIS
G82110,TOWN MEDICAL CENTRE,TN13 1AR,51.270971,0.191395,E07000111,E10000016,EMIS,EMIS
G82111,THE CEDARS SURGERY,CT14 7DN,51.217627,1.403203,E07000108,E10000016,EMIS,EMIS
G82113,STONECROSS AND WEST DRIVE SURGERY,ME5 0AA,51.368442,0.545309,E06000035,E99999999,EMIS,EMIS
G82114,IVY COURT SURGERY,TN30 6RB,51.068036,0.690253,E07000105,E10000016,EMIS,EMIS
G82115,NEW DOVER ROAD SURGERY,CT1 3AP,51.274139,1.088508,E07000106,E10000016,EMIS,EMIS
G82117,HIGH STREET SURGERY,CT16 1EQ,51.129992,1.305803,E07000108,E10000016,EMIS,EMIS
G82118,WOODLANDS HEALTH CENTRE,TN12 6AX,51.180768,0.384879,E07000116,E10000016,EMIS,EMIS
G82119,PARK SURGERY,CT6 5RE,51.369704,1.125187,E07000106,E10000016,EMIS,EMIS
G82120,BOROUGH GREEN MEDICAL PRACTICE,TN15 8RQ,51.290053,0.303389,E07000115,E10000016,EMIS,EMIS
G82121,SANDGATE ROAD,CT20 2HN,51.076579,1.159045,E07000112,E10000016,EMIS,EMIS
G82122,SWANSCOMBE HEALTH CENTRE,DA2 8BS,51.424656,0.287339,E07000107,E10000016,EMIS,EMIS
G82125,OTFORD MEDICAL PRACTICE,TN14 5RB,51.313579,0.191474,E07000111,E10000016,EMIS,EMIS
G82126,EAST CLIFF MEDICAL PRACTICE,CT11 8AD,51.338738,1.427249,E07000114,E10000016,EMIS,EMIS
G82129,THE GLEBE FAMILY PRACTICE,ME7 5UA,51.383164,0.544501,E06000035,E99999999,EMIS,EMIS
G82135,WEST MALLING GROUP PRACTICE,ME19 4JF,51.271693,0.402473,E07000115,E10000016,EMIS,EMIS
G82137,ST ANDREWS MEDICAL CENTRE,TN4 0NA,51.156309,0.260166,E07000116,E10000016,EMIS,EMIS
G82138,ASH SURGERY,CT3 2HD,51.279887,1.27891,E07000108,E10000016,EMIS,EMIS
G82139,MAIDSTONE ROAD SURGERY,ME4 6JL,51.361226,0.516738,E06000035,E99999999,EMIS,EMIS
